date,marketing_spend,price,competitor_price,sales,customer_segment
2023-02-10,1373.1115493959464,90.95075535310662,86.28063215372929,505.83879519981724,High Value
2023-02-11,1481.4539644188117,115.54099589807215,101.66424756504011,437.0880828467298,Low Value
2023-02-12,1398.5794059731688,120.91142336692634,105.70909520570233,455.706776482,Low Value
2023-02-13,1397.5608619301581,93.15716574789238,82.06400596852134,563.5437792573457,High Value
2023-02-14,1571.8178064584,81.47906761577045,78.09121632342688,575.686407837319,High Value
2023-02-15,1425.3501874628926,89.74069364728757,88.02937551987068,480.75353066285567,Low Value
2023-02-16,1199.1288598901176,114.20218480727907,104.5920358862635,558.0142668034365,Medium Value
2023-02-17,1509.2992691363515,101.84957743102194,94.57119035809838,591.2171892285005,High Value
2023-02-18,1445.2968396904555,112.60149877202015,98.19284460849258,533.7394621602939,Medium Value
2023-02-19,1466.0358093025006,135.25874944606457,126.11664775121974,512.053477526467,Medium Value
2023-02-20,1550.344137703856,104.61907445890266,96.91585206533777,100.0,Medium Value
2023-02-21,1498.5454243164086,83.82126217219277,71.88849616533608,622.5395449124635,High Value
2023-02-22,1546.7464082620006,121.14847017724753,100.09526509986387,585.4691347535401,Medium Value
2023-02-23,1333.1220420339619,101.0272171895927,84.82164494922417,652.8810048448798,High Value
2023-02-24,1451.1488646078192,117.44894315320906,102.35803519698209,559.4548594114486,Medium Value
2023-02-25,1695.951429421485,121.32397088195476,115.00126038249316,524.7776704022236,Low Value
2023-02-26,1563.8014852054016,80.81983807146443,80.50215314351462,544.2761760899951,Low Value
2023-02-27,1408.4071135585534,127.64009208343886,112.6784934977236,679.616970373557,High Value
2023-02-28,1478.6054024150199,118.10243919913118,104.25261851536159,545.2989563179514,Low Value
2023-03-01,1496.7009780192768,87.92191255030943,80.43783657514082,579.6888093418934,Low Value
2023-03-02,1616.2953743155726,106.08898239741706,95.54081670304147,602.1892859217393,Medium Value
2023-03-03,1572.9006881068149,105.14414981960213,99.28440525751232,673.0288623137251,High Value
2023-03-04,1560.3443960189786,100.47863628931674,87.81483219244953,621.2576118838131,Medium Value
2023-03-05,1636.7573668067769,117.43827977624785,110.44016673752806,601.8873854499883,Medium Value
2023-03-06,1694.2400564079992,128.74712656667054,114.67628992065471,575.7568503542909,Medium Value
2023-03-07,1630.6627920917672,100.14612745481264,94.40138826467066,591.5365445972149,Medium Value
2023-03-08,1609.1957459053265,126.6176265594417,112.60066159205482,621.2250088839199,Medium Value
2023-03-09,1634.6178547336883,119.76405221008224,104.72217357453214,606.1854991025025,Medium Value
2023-03-10,1720.8507832873513,104.6459231635281,103.74291904637514,577.357535108797,Medium Value
2023-03-11,1696.2316819752398,103.52361844104642,98.49739200967637,624.5575305354253,High Value
2023-03-12,1783.8003909413476,76.9486925667997,60.29359780944367,494.26343844214966,Low Value
2023-03-13,1602.1924594222812,69.98463213585651,60.75230136332132,602.7359356260926,Medium Value
2023-03-14,1649.7391166770328,103.30045596218677,98.99502497486097,582.3027230091144,Medium Value
2023-03-15,1814.687822962662,82.88142164341264,68.60997713300375,557.7777151249707,Medium Value
2023-03-16,1667.2919631397779,99.20727715920762,93.13994109090241,556.5020033240208,Medium Value
2023-03-17,1895.9773294690253,89.30674516299872,83.71135116404781,503.84719542061737,Medium Value
2023-03-18,1908.1972982645864,64.23006990039008,54.311330019891486,533.7812750989112,Medium Value
2023-03-19,1917.010353126968,107.14609083873268,96.38739652363037,509.83180174368954,Low Value
2023-03-20,1699.8147060258111,91.70936389220216,72.08833875983055,498.39859241202373,Low Value
2023-03-21,1805.6692928382552,101.6039742508163,100.29573440856826,529.0034551694775,Medium Value
2023-03-22,1758.7375598604754,82.13759452741553,72.37837252868937,469.0327941286754,Low Value
2023-03-23,1910.4980790160132,93.30365505210533,87.99235480377608,579.7655134105111,High Value
2023-03-24,1998.9433236506743,131.20760282265758,121.15604924776895,500.6225165167993,Medium Value
2023-03-25,1925.7427799473762,102.57102000142163,99.10332194177941,522.6122167513647,High Value
2023-03-26,1849.3992830588622,110.99152690125335,97.72585717661521,552.4515232221933,High Value
2023-03-27,1822.0319289026045,74.5825638624792,68.14342111386861,512.575023809176,Medium Value
2023-03-28,1933.5955419497793,147.78071914784925,135.79819324613698,468.7995407545533,Low Value
2023-03-29,1756.5005251203481,136.86827516641065,127.54415560692199,518.4241405768488,High Value
2023-03-30,1942.5224921270951,127.26870981903409,120.3136105291753,496.5457764825206,Medium Value
2023-03-31,1807.520805863771,116.5753195520975,102.53087894401115,549.995043280416,High Value
2023-04-01,1971.1457306870825,100.30286556519728,86.95144179215544,533.4486484441557,High Value
2023-04-02,1903.0981815056127,108.84148033733463,104.75788913484202,567.3345950580094,High Value
2023-04-03,1890.466489395268,120.96039487989904,98.67897571704844,574.989231174356,High Value
2023-04-04,1850.8427020110546,87.42860505048587,86.53590594815066,461.86476411123044,Low Value
2023-04-05,1913.82044691813,91.11002511561635,80.48740139367318,613.3023634315948,High Value
2023-04-06,2015.2081394493562,66.61735281818936,59.93280339141894,573.6488318322091,High Value
2023-04-07,2074.0830307888355,84.5636184448649,72.69554359477763,575.0638874740783,High Value
2023-04-08,2032.4427959314492,133.2260346121631,119.66245372326772,475.62279161832345,Low Value
2023-04-09,2126.2876423407006,93.31505817699265,90.33924348919795,579.0920338590139,High Value
2023-04-10,2253.9162716269334,93.64306186978833,88.13307119012968,590.5821420841576,High Value
