date,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,category_0,category_1,target
2023-02-06,0.33897855643645197,0.5874870049061692,0.1987598128510717,0.7761836929083474,0.7179538247828028,C,E,0.371194582270089
2023-02-07,0.062274387533740864,0.7284156266815497,0.16594494765966372,0.9282927990523553,0.8433862903129332,E,B,0.5113676909159182
2023-02-08,0.05002052376429833,0.8105558743596852,0.2342551113801305,0.7524737344512032,0.8045760711672019,D,D,0.5116772938408304
2023-02-09,0.24131953739817338,0.5806785475393673,0.20502235899601698,0.702376755229108,0.7950181607597449,B,C,0.31486976345758844
2023-02-10,0.3645194573012822,0.5534897653911355,0.24014617043077321,0.7630791872546272,0.7339224285852434,A,E,0.3493661671741951
2023-02-11,0.33726390436196557,0.7100789820422608,0.21501518700865643,0.7667391647693012,0.7544745224065166,C,E,0.26628201563741105
2023-02-12,0.22498768127652324,0.8049969729435927,0.22916373958908356,0.7212938589936781,0.7357502350890134,B,C,0.3376295216376208
2023-02-13,0.11353813987396978,0.827414386760046,0.16041206874133107,0.7430372015337807,0.7023169386653628,B,B,0.35164635881269973
2023-02-14,0.1008197243205364,0.7720078530828957,0.4885672358650405,0.746667641451696,0.9503985796447796,D,E,0.019222471718591812
2023-02-15,0.20349986072595713,0.6538592539306709,0.2589169507110964,0.7209563903850573,0.7998353252307717,D,A,0.5199080002643564
2023-02-16,0.36415721849191574,0.7513922338653904,0.31444543151472415,0.6649811249079216,0.9566233704213756,A,A,0.0037031110182530677
2023-02-17,0.44429760288662096,0.7225849040384168,0.2332353950059858,0.6622342535678257,0.763944631981009,A,A,0.2272090449581668
2023-02-18,0.18729570512765012,0.7169293666093816,0.16292472859274537,0.763781179010628,0.8627362846623434,B,E,0.2852982481260746
2023-02-19,0.19613956301507837,0.913765089751405,0.11068115226447978,0.8218947923934689,0.9291874367200411,C,B,0.1586288968252666
2023-02-20,0.12795514747752318,0.5720458030032174,0.2221477343108444,0.791458309692567,0.7684939329701242,B,D,0.555688767344771
2023-02-21,0.2689557358687905,0.6371245303081879,0.26416630738068103,0.7230625807970801,0.7637735354260883,C,B,0.3700918586220933
2023-02-22,0.08512454959471052,0.8534990360534928,0.18374623262597234,0.6875925438000309,0.7579248295116096,D,D,0.4024310027937106
2023-02-23,0.36113087978234104,0.5078348226378002,0.19671272491870068,0.777838843364404,0.8075134622031638,C,E,0.15696399896424265
2023-02-24,0.44555276208499417,0.5972205479466299,0.183848498757453,0.706834545862877,0.7360504446829415,C,C,0.16407938345866185
2023-02-25,0.17014278022465387,0.5793218525806559,0.32793871220761917,0.7646050458635274,0.7614236225799814,D,D,0.56436470920747
2023-02-26,0.10345827979619324,0.5564911277278143,0.2123374518242494,0.766535796844575,0.8685709357589687,E,D,0.39383091896012146
2023-02-27,0.11384908070398869,0.6919581205827462,0.27312477812706676,0.8546751681333183,0.8136726870671677,B,B,0.6113866197550102
2023-02-28,0.34398249087094823,0.7723009929049264,0.16953636848575754,0.6571438371440369,0.7317552733413639,A,E,0.18157309382315975
2023-03-01,0.3411740662270178,0.6786620930107973,0.39719456100241457,0.6697720400969019,0.7813829912725437,C,B,0.4310117354441422
2023-03-02,0.3013237148047129,0.8113607310077767,0.07195253853757555,0.791853152426019,0.791143499437383,A,E,0.09798579103520096
2023-03-03,0.25844905520231604,0.8441160163115271,0.256117337934975,0.7223234339503688,0.7916409353953174,A,D,0.3837686229857296
2023-03-04,0.17376761484193365,0.7016218461542266,0.02619064442427274,0.8152030072921637,0.8771764662731302,B,C,0.23657498672877003
2023-03-05,0.14340579652862898,0.5006044610737731,0.09792544335868777,0.8821682043099487,0.8377572055470702,E,E,0.3225155233565941
2023-03-06,0.19103790906061072,0.6278570589506377,0.3695059937695731,0.7188530800810474,0.6286693454211837,E,D,0.7044202782578673
2023-03-07,0.34043885874334207,0.6208002792581224,0.34953006188145325,0.6551758766295015,0.7620233065639029,E,C,0.39963907864297116
2023-03-08,0.16341083490055577,0.6225275367489407,0.17667151963720631,0.8189985653244297,0.8515541243114848,E,B,0.3955056305607882
2023-03-09,0.19353024690416604,0.7215874432809577,0.2377924183121619,0.7164672045940014,0.6174034040367312,D,B,0.5470221657826297
2023-03-10,0.3461128821010341,0.6523517345675602,0.24493063496733722,0.7199689843851815,0.6970099945784126,A,E,0.3680466071605001
2023-03-11,0.2930422267340209,0.7175230144770605,0.21789030391208203,0.7707958025774101,0.9262505701561901,A,E,0.280680688757996
2023-03-12,0.1992786340496368,0.6620119014301888,0.323823850054619,0.6979826179535908,0.7695778854848266,D,E,0.4548118537895427
2023-03-13,0.21206157651745194,0.6113856925334729,0.2717142125252249,0.7070337311806204,0.6927633816423447,B,B,0.5407689924677577
2023-03-14,0.32796683181836495,0.7196099109801194,0.10604284752831682,0.7956459193832504,0.7534740686574187,C,E,0.24925344324545873
2023-03-15,0.2311998199670692,0.5848513594547727,0.31526940724611,0.7311604524789708,0.6322857788552436,E,D,0.6249981301851746
2023-03-16,0.13146476809286095,0.76085013756239,0.04297913612117242,0.9099441319683073,0.9065609712492633,E,A,0.3130595906587582
2023-03-17,0.2864362925392641,0.7888553037431391,0.17471388864912377,0.6616835100661328,0.7866583891793303,D,A,0.284866791941958
2023-03-18,0.21180521336956457,0.6628816171678374,0.24374943088487477,0.7552166713855264,0.7700013820370443,E,E,0.5063603319345248
2023-03-19,0.10638525698786878,0.75584505668251,0.1875894583307377,0.7219985468618036,0.8265258812941908,D,D,0.4224774972598285
2023-03-20,0.27660049604980075,0.5946054639691533,0.24472434813592348,0.7445825713114482,0.8711342247189103,C,D,0.3319069436360411
2023-03-21,0.16431767130703162,0.7301358782797616,0.04812671879096117,0.9345892617656746,0.8500469150207267,A,D,0.2537297690759698
2023-03-22,0.2580743835166643,0.5680820732191583,0.24003178794131644,0.8235929687276946,0.8045504959074287,E,C,0.3145872325403725
2023-03-23,0.13133390484459326,0.8967511014477657,0.14833781247957953,0.7750879674662497,0.8132200221792939,B,D,0.21838217319354308
2023-03-24,0.21935241914148806,0.7963399711794251,0.2435764739090963,0.6570419225470646,0.6420698787476734,D,B,0.4534137944058212
2023-03-25,0.2636165263142881,0.7887235346722324,0.17381265096542198,0.8224526112438856,0.8134520501582848,C,B,0.3797764456807603
2023-03-26,0.06998674376414799,0.9780258805155465,0.29377357094271017,0.7448041323959624,0.9256533168061871,B,D,0.4171552276641577
2023-03-27,0.36404564952695034,0.807916768232727,0.2451922008568569,0.6779459406399693,0.7829181768686932,A,A,0.16759094199037497
2023-03-28,0.2817150395946639,0.642553260246593,0.34325472236851934,0.70562057046946,0.7863486898469264,B,C,0.5362834075605676
2023-03-29,0.15897951736288007,0.7285714083176653,0.3342932013019377,0.6983713621621126,0.749163405704751,D,B,0.5018862344064503
2023-03-30,0.1404177500601362,0.8763149140717253,0.4367414311806707,0.876867428191825,0.9061924626951521,E,B,0.5520095474253964
2023-03-31,0.31574853092759864,0.5780100557646929,0.2503898056570566,0.8103257329893971,0.6533481743557727,A,B,0.4767272791634346
2023-04-01,0.24862952574880418,0.5615705042841774,0.32193601635078684,0.6918373266201147,0.7732937296897855,D,C,0.47919088428117385
2023-04-02,0.32355703668114716,0.7061356533833211,0.34204038061384323,0.7281547972404682,0.6380636209959223,C,D,0.4769199639666643
2023-04-03,0.19668350155959344,0.6609472707998103,0.24901401246942653,0.6573469361345572,0.7728424479711878,B,C,0.40666035042831167
2023-04-04,0.09583370113114657,0.4547333915922234,0.32295048251557884,0.7775672798220111,0.7521678257415443,B,D,0.6106089093195062
2023-04-05,0.3077121817522728,0.5733611986543148,0.16928470956672617,0.779498907975082,0.7806665757407547,A,E,0.306228514645225
2023-04-06,0.21175639563085072,0.7233126380974729,0.1049422975151073,0.7587129065783834,0.7861595820655796,A,B,0.3038270077837289
2023-04-07,0.4093434132539638,0.6925279439054384,0.25786906366594325,0.7325621756920608,0.7543975064200514,C,A,0.2302825983975376
2023-04-08,0.4071943611991866,0.6973155283884438,0.22159477105624478,0.6678865443118707,0.7865659850313201,C,C,0.13379974217871565
2023-04-09,0.3911261455359059,0.9276185446316583,0.2418773690685363,0.7902233566303263,0.6868592985363811,A,C,0.2399936977141672
2023-04-10,0.12988714553954267,0.6848642639296514,0.3139239843817881,0.7628119149167387,0.7508964073094218,D,B,0.6128116549335738
2023-04-11,0.06763357316270105,0.7884146240036186,0.10927313403016495,0.9070795880009794,0.9957609764442329,D,B,0.2694947038766915
2023-04-12,0.3691700228648802,0.5305426960118785,0.17594750807867526,0.6684106955807027,0.8158021090501337,A,A,0.06959464998191925
2023-04-13,0.21652397406738183,0.7092906167892142,0.21308378660040975,0.7044161557284148,0.6891995134980354,B,A,0.5203243875734184
2023-04-14,0.12682944020065376,0.7696818013723357,0.1602827188712555,0.7528983826251802,0.7378160064836355,E,B,0.4547395788995385
2023-04-15,0.2646200835360884,0.5484388987414068,0.0802090739047867,0.7770316761723584,0.7957017613740502,C,D,0.2106552564899282
2023-04-16,0.1639027550477787,0.5756877726060629,0.20269612120620878,0.73258638786041,0.7578859894102044,D,B,0.5096799192408884
2023-04-17,0.3709176960546485,0.6775772374226361,0.37109371771338184,0.6605688600397854,0.6383342336125805,E,A,0.38588316861096067
2023-04-18,0.14201582248343203,0.6292006731269066,0.328310643106891,0.6890739873822036,0.889440067975549,B,B,0.3648578415422268
2023-04-19,0.4079414648299367,0.6764127965581799,0.1554682073892243,0.60815810792324,0.9091294790658608,C,A,0.5009267372778182
2023-04-20,0.17833872484414304,0.7633195223262107,0.13693295634039435,0.6958897521324549,0.76279176903281,D,E,0.21446791782542496
2023-04-21,0.022656748391601336,0.5006044610737731,0.11692405828657093,0.929013707643701,0.927451609984889,D,D,0.3705839110780713
2023-04-22,0.2336838661420211,0.6742715303676899,0.07694868968309007,0.7016416579269352,0.827748848598989,B,A,0.04379562506013204
2023-04-23,0.23796230774340352,0.8978708841906683,0.1934127548857703,0.7453668029753833,0.8305566188441469,B,C,0.1987693362679881
2023-04-24,0.3746985639719732,0.3744338178912794,0.23732568035004806,0.6063463487155749,0.6036947287742578,D,C,0.3953249238890564
2023-04-25,0.11396523328306901,0.7231494502896704,0.3038132830755022,0.7595143172365545,0.8944746998158402,D,D,0.4297002763814126
2023-04-26,0.16676651870386172,0.6479121430074164,0.18465218856504864,0.6399069486717801,0.7532531550895181,E,D,0.3656118286421244
2023-04-27,0.2331635983475687,0.6389529333458378,0.33202692940346334,0.7893590393685624,0.7993670655780568,B,C,0.4304254826877312
2023-04-28,0.11113773028456267,0.8210110857452266,0.23275335347906878,0.79571056416833,0.8368162045705413,B,E,0.43329710057829757
2023-04-29,0.26973170824221854,0.6271051875482131,0.23953756269818072,0.8154388348940764,0.703465796461576,E,E,0.46506249968475
2023-04-30,0.27518230968223917,0.4364435150324644,0.1889403246485198,0.6735365830976259,0.7484085186506033,B,A,0.21436140736054807
2023-05-01,0.31309961332443914,0.48462369117695,0.2512847368750333,0.7535009808306212,0.662806550576558,A,D,0.509232585943644
2023-05-02,0.34670020669380097,0.8175692145273841,0.16384552005514633,0.7636988197243955,0.7101276920882177,C,C,0.34737561865837396
2023-05-03,0.3454859892265607,0.45401282057724496,0.3220106047846864,0.7771502950885785,0.6849668168917681,A,D,0.5664931282183066
2023-05-04,0.16139323902230948,0.8406329701869819,0.0908543708142305,0.8586971823693041,0.7988429705383808,B,C,0.25510405087479826
2023-05-05,0.3029544323317259,0.6882648727752516,0.3046182208852433,0.6267973332154572,0.7724125416629104,E,C,0.356411108181296
2023-05-06,0.3612892719765964,0.5891446696610685,0.35999067718242883,0.7025844981578635,0.6790076034997978,D,A,0.44915307976220004
2023-05-07,0.0625973386830649,0.7289929388438501,0.14351507080575898,0.8386675491509659,0.8273297305934045,B,D,0.5474573646623155
2023-05-08,0.15333510688858196,0.779679363007223,0.14147410202516159,0.7397124614202601,0.8879397232447845,D,E,0.22691700639531723
2023-05-09,0.27965546945541986,0.559382650193759,0.21426872449978454,0.6333631724321538,0.7670397307148995,C,D,0.32707456558851866
2023-05-10,0.36592539044036543,0.7231249906390849,0.1378625905682803,0.8374979117504138,0.7169337062685162,A,C,0.22637895936532026
2023-05-11,0.25109427829606046,0.6309528811475902,0.1402141413726956,0.927153094018533,0.8439463612051944,C,E,0.3289373787919296
2023-05-12,0.24928855988249649,0.7135563405837512,0.23122972080651918,0.8011924502441383,0.8356334717358777,D,C,0.4685413877856024
2023-05-13,0.21855373776084977,0.8147375068098348,0.18111657069280057,0.8480226911579898,0.7227668042168681,C,D,0.38684799506631645
2023-05-14,0.27076627164386313,0.6972158033433112,0.3687005830063937,0.7446793130129367,0.7415083137972055,D,C,0.5259811571837918
2023-05-15,0.24252451749942458,0.8045061027898283,0.16210556681904167,0.8515986227737627,0.8550635454544961,A,B,0.3148825609840826
2023-05-16,0.26542439087530795,0.5544199708076487,0.3759023827481326,0.6356139528897807,0.8395637723594804,D,E,0.34420097747149325
2023-05-17,0.35188333561605634,0.7223312608818688,0.19449493617115066,0.6691206817796431,0.8836326849421556,A,A,0.02581644381462347
2023-05-18,0.11739284864852248,0.6834191026053467,0.18790257851489015,0.8003907909900408,0.7973083974491074,B,B,0.524775303716821
2023-05-19,0.288966925533096,0.6295874119679544,0.2586055084392293,0.7157041205700782,0.757851379869423,D,C,0.3793617338372903
2023-05-20,0.21002871514594723,0.6562061962586053,0.15028107866546825,0.7185398671180793,0.730753194776774,C,D,0.45194276333204014
2023-05-21,0.28483449750357537,0.6387626258971949,0.253773841591831,0.5904109775979987,0.7000114590415948,E,C,0.3248528013322527
2023-05-22,0.4650667314757293,0.5169894673966007,0.22841788945970734,0.6695058578687803,0.7383657510262784,C,A,0.18912945843703463
2023-05-23,0.06745765587253834,0.5694932530369549,0.033427263801065275,0.8150111471543526,0.8682994260044539,E,D,0.2490019610955917
2023-05-24,0.3433466551029905,0.6097053472327935,0.27722297910944127,0.7114465868643794,0.7784294998617399,C,E,0.35622090400210127
2023-05-25,0.19782725754540545,0.7579737291476035,0.29811199470776956,0.7571405249076848,0.7597912059234624,D,E,0.4545490359597332
2023-05-26,0.27778003192835954,0.6919260286629754,0.3164517748496327,0.6478169019619504,0.7292281673249211,B,C,0.43850550213712275
2023-05-27,0.07947577552089341,0.6041419547690299,0.16496837716733284,0.8457392048333691,0.8446917330967928,D,B,0.4458578038491291
2023-05-28,0.20310766107894704,0.7045630988027526,0.20234356331700115,0.8507103295740173,0.7831278526950501,A,D,0.43859912126080713
2023-05-29,0.16250880791689726,0.754709370280497,0.30010972420033266,0.5453413247408209,0.7303908612996746,B,B,0.4301365096635406
2023-05-30,0.26229157526050595,0.6336575219066225,0.29286441826964643,0.7153785990133394,0.6846823138307132,D,C,0.5019690689150399
2023-05-31,0.1293491911877322,0.524915346368532,0.17759294506941672,0.7342338320221096,0.7227288415218166,B,D,0.49636678362822356
2023-06-01,0.3496915619672679,0.9403365084143392,0.16667523267724227,0.7622611058077506,0.8209168461998445,A,E,0.080462210499961
2023-06-02,0.17533986680852554,0.7055121128975878,0.158736629591824,0.8064275206154278,0.7980331154584699,E,E,0.39928015736114125
2023-06-03,0.24920312289922206,0.5545406579304161,0.23440968372525195,0.6163289114949994,0.7928052980266473,B,C,0.2541424926892714
2023-06-04,0.13180707673317296,0.7043294427532204,0.22243964559693322,0.725319717282125,0.7620767581586495,B,D,0.49286990813466636
2023-06-05,0.35617019824679896,0.7160729059729374,0.0551334816091658,0.7589445141007396,0.7880990764066034,A,C,0.11661047727642751
2023-06-06,0.28319852529723594,0.4446658245491004,0.4435335159185993,0.69848537546128,0.612736903908544,D,E,0.6722224644263407
2023-06-07,0.2990835263599351,0.6879456114656743,0.2303533667955436,0.6364633239473082,0.7227591843970496,E,A,0.243348842488779
2023-06-08,0.07263382089161188,0.8574213142896572,0.16935497293677765,0.8005921449346862,0.8461409583191386,B,B,0.43528779341890605
2023-06-09,0.27190876663957836,0.6431810410326199,0.3444846780397927,0.7523024168099645,0.7686008839648198,B,C,0.4715739791768973
2023-06-10,0.18623778649520548,0.5011794541714552,0.009022404291985833,0.8350281641240697,0.8308310179874362,B,A,0.23391154318155327
2023-06-11,0.21665932925528256,0.703365401509451,0.2315431814955591,0.6826030029151955,0.7653712490996447,B,E,0.3444831710311907
2023-06-12,0.4553692963582239,0.7179489447284253,0.2605725698279325,0.7433544345977002,0.6215727566694526,A,C,0.34937539207366775
2023-06-13,0.13192792377389778,0.6629397575954593,0.1551788963856434,0.7356386871723153,0.8647347208222399,B,E,0.26273402568503273
2023-06-14,0.26269037699469594,0.590964356713233,0.2645644894972076,0.7267183493229986,0.6543697865262788,E,E,0.520279423315445
2023-06-15,0.4161732517553871,0.9370855962480321,0.34526853919480543,0.7669889367565381,0.8044631360672734,A,C,0.25378625169844954
2023-06-16,0.28136299848203794,0.5876155561999153,0.3148806577319324,0.6065384430699842,0.7548258801209449,B,A,0.26379938563821753
2023-06-17,0.37434495387783506,0.490829386198078,0.3935648120091649,0.7100569752320208,0.5613686934847936,E,C,0.6383011582398505
2023-06-18,0.3219750144831226,0.7090464080332552,0.21336493174673657,0.6479513211503378,0.825908598998594,C,E,0.16617867040071702
2023-06-19,0.23678847714222945,0.7924675943820657,0.08641444274526078,0.7988743439654239,0.8681006998751029,C,D,0.2555543653106057
2023-06-20,0.16523563476583863,0.7931263380252561,0.032421033096688555,0.7549940600489815,0.890374311669989,E,E,0.07524302420986081
2023-06-21,0.19484988764422498,0.44771082821156816,0.07420596940395101,0.8410376894975137,0.7708664104609231,B,C,0.3542306072243253
2023-06-22,0.23423360625270492,0.6237611718611776,0.24425072250994978,0.7588978104848909,0.7848081065799991,B,A,0.45277153023764466
2023-06-23,0.35057308474429566,0.8136001019365192,0.24486869648305698,0.8248102423845232,0.7914407969805973,A,E,0.3187223684532695
2023-06-24,0.25300770080778,0.7219164379311352,0.2248130533007762,0.7884815328775058,0.7972646958402675,B,A,0.39416651819799653
2023-06-25,0.43891926989412466,0.521135752817824,0.2443185244478607,0.6970543564293797,0.7487685017487918,A,A,0.22859525317334278
2023-06-26,0.1371312380147363,0.8370779546176689,0.3625251470143015,0.806998821053166,0.7451799470691384,B,B,0.6591394952182243
2023-06-27,0.32514832820395967,0.746611484352831,0.24779510043577097,0.6482625067369995,0.7476851655744596,D,A,0.2722637023976578
2023-06-28,0.17194315906816346,0.6727155024082512,0.27314896337212097,0.6825015470986524,0.841045403453504,D,E,0.3877965638751189
2023-06-29,0.3561825632023538,0.6851147906712294,0.3740810925007626,0.5570750799507799,0.6138798714280627,E,E,0.5071191809198905
2023-06-30,0.2812710950220342,0.8983396334225339,0.25456489380872477,0.6928308725421554,0.6914374240591394,D,C,0.4728897321010777
2023-07-01,0.35262255228434386,0.6102964215743181,0.2577410358323292,0.5920042717246087,0.7748831763871237,C,C,0.1307403506706598
2023-07-02,0.3417487355084672,0.8026611759133128,0.2656061215310643,0.8770324266685131,0.9056429627207194,C,A,0.2058525132140106
2023-07-03,0.3001425193010699,0.9024824042111759,0.23462153818746662,0.7016066330234246,0.7978422107020261,A,D,0.31183835364446655
2023-07-04,0.3239763027843687,0.7791468000224998,0.2669409545135369,0.8048727598882928,0.7807228496693572,C,E,0.4059314641180479
2023-07-05,0.2766636921917104,0.5802751146968713,0.28878599121997023,0.7044625018434526,0.7196771005359951,B,A,0.44698176432898123
2023-07-06,0.42047158372074916,0.7033939893237322,0.25118752655920557,0.6140492891695677,0.6432693457069854,A,C,0.2876560552293463
2023-07-07,0.18254028254986723,0.8546755713402326,0.23466494467696336,0.7426026152987121,0.7687329570554152,D,E,0.44550622792123934
2023-07-08,0.10227960175137325,0.6139940751473758,0.1310400116531907,0.7728993275753768,0.7475504373181199,D,B,0.482304995304796
2023-07-09,0.3183404550341242,0.7536723193627751,0.12047569806817233,0.7750731884989849,0.8606111454081445,C,C,0.08674258602307465
2023-07-10,0.2730494604082463,0.6857051652996373,0.16052988910730792,0.7343605296189897,0.8611538669578709,C,B,0.10605551991366742
2023-07-11,0.22189999407672334,0.5882532611757731,0.3337500403872544,0.6881619131112616,0.6671236102616747,B,E,0.5421507586564611
2023-07-12,0.13952884024097673,0.7140213471319655,0.23022932785403363,0.5723802500050793,0.7713212157993725,D,D,0.34920370405842127
2023-07-13,0.3331031257584742,0.7344739037603639,0.06761838122418987,0.8237281972020848,0.8936065249154498,C,A,0.04861954841623643
2023-07-14,0.2584851307418526,0.7614549503903425,0.18507777668175995,0.7606418059783842,0.7723870578433757,D,A,0.2876986754033762
2023-07-15,0.14872210519744833,0.809541116291871,0.02730838922451793,0.7426702279280984,0.7184346513173107,D,D,0.40149605523002047
2023-07-16,0.35235681558890475,0.5858476344869157,0.14268899883071137,0.7646596365250957,0.8175818577532691,C,A,0.11760021191409219
2023-07-17,0.2576168232175879,0.6964231061642168,0.23627707347201227,0.8443232909115567,0.8152673033601495,D,A,0.33843893606710196
2023-07-18,0.3001043647233202,0.6865110784265464,0.21917817097309794,0.7610717400075483,0.780807831363112,C,B,0.30398627316576854
2023-07-19,0.21598619202185512,0.7647396885100101,0.29801243928071747,0.7704145678561088,0.8306724309801975,E,A,0.36194548673421567
2023-07-20,0.3160177591088488,0.6785060182670937,0.28445424136240594,0.6380231433857009,0.8153823449183164,C,B,0.3115476287434025
2023-07-21,0.2793071944564076,0.5600528236451108,0.2926375684648263,0.6191547266238324,0.7677966154893708,D,A,0.3365353373616745
2023-07-22,0.33360486654247035,0.816597827094037,0.17261850235710802,0.6978409224129186,0.6415747910679551,E,A,0.42932995784915035
2023-07-23,0.3050762168560228,0.866359624536336,0.25860068871145103,0.7189873222995546,0.7476174347934147,D,C,0.4107985646780422
2023-07-24,0.05616962916326361,0.8133010608907484,0.11648903767548743,0.8160154690458914,0.8974101922758994,D,D,0.3224850274750842
2023-07-25,0.22677616298321185,0.8011621130183229,0.12025169343731126,0.7808139462925845,0.7489284757222043,E,C,0.2815736740256432
2023-07-26,0.2672731215442989,0.6885654392843967,0.19931832917950318,0.6838227853014236,0.6114018785485096,B,A,0.4730099076767552
2023-07-27,0.2017623879040934,0.7842120664730537,0.13027874112901122,0.7344561169103195,0.6813141713676464,E,B,0.4630260267059965
2023-07-28,0.2772632066595865,0.39475828377302674,0.16684325308384848,0.657123689432008,0.7347169629727173,D,A,0.23869326587722545
2023-07-29,0.39084110422273066,0.5369015810555336,0.49777226889942305,0.5199148732777011,0.617224277470828,D,E,0.4347215246290329
2023-07-30,0.20783726620459012,0.6058318353070906,0.24758934563966323,0.706810607441448,0.6866604117834137,B,E,0.4770600509526949
2023-07-31,0.27425658605266634,0.6647346713531317,0.2538356180257168,0.7052314102431574,0.7384077748423126,E,E,0.34220458451108865
2023-08-01,0.3875851329755619,0.7801344708934805,0.2781971663263022,0.6302374918970098,0.5517639303781111,C,E,0.4885902183717212
2023-08-02,0.2847215012695584,0.6699364711398476,0.34189031224197647,0.6354690395244839,0.7431731610088779,D,A,0.3534283259607084
2023-08-03,0.1978587770885895,0.6660212413222628,0.2091132473234036,0.7526236819205027,0.7620381954076013,E,E,0.43848514766778457
